vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,location,payment_type,fare_amount,tip_amount,total_amount,weather,traffic,customer_id,driver_id,day_of_week,hour_of_day,trip_purpose,surge_pricing
V003,2024-05-24 19:47:46,2024-05-24 20:05:46,2,3.7,40.829165,-73.863166,40.76221,-73.773895,Midtown,Card,9.56,2.39,11.95,Fog,Moderate,CUST2207,DR302,Friday,19,Business,TRUE
V003,2024-07-05 0:35:35,2024-07-05 0:46:35,2,3.2,40.806962,-73.94873,40.691186,-73.801571,Suburbs,Cash,12.61,3.43,16.04,Clear,Moderate,CUST3733,DR391,Friday,0,Commute,FALSE
V004,2024-05-21 14:39:40,2024-05-21 14:58:40,2,5.3,40.906095,-73.813533,40.749937,-73.933013,Uptown,Cash,19.03,4.39,23.42,Fog,Moderate,CUST8098,DR420,Tuesday,14,Errands,TRUE
V002,2024-06-19 15:14:36,2024-06-19 15:40:36,3,8.6,40.633607,-73.944679,40.849611,-73.986413,Suburbs,Card,24.06,7.04,31.1,Snow,Heavy,CUST7748,DR977,Wednesday,15,Airport Transfer,FALSE
V003,2024-07-08 11:49:00,2024-07-08 12:04:00,2,3.5,40.661517,-73.72307,40.683815,-73.860478,Downtown,Card,12.94,1.83,14.77,Snow,Light,CUST7039,DR466,Monday,11,Leisure,TRUE
V003,2024-05-30 21:56:26,2024-05-30 22:53:26,3,4.4,40.613336,-73.960386,40.817626,-73.81558,Downtown,Card,11.03,3.11,14.14,Clear,Light,CUST9162,DR146,Thursday,21,Airport Transfer,FALSE
V001,2024-05-28 13:06:55,2024-05-28 13:26:55,1,8.9,40.84849,-73.848092,40.892636,-74.129105,Downtown,Cash,21.31,3.98,25.29,Clear,Light,CUST9626,DR620,Tuesday,13,Commute,FALSE
V003,2024-06-21 12:07:07,2024-06-21 13:00:07,3,3,40.736526,-73.705315,40.817046,-74.139106,Midtown,Cash,6.41,1.66,8.07,Snow,Light,CUST3824,DR461,Friday,12,Errands,FALSE
V003,2024-06-13 14:48:51,2024-06-13 15:27:51,2,8.5,40.667238,-74.005965,40.694245,-74.13052,Midtown,Cash,18.93,4.97,23.9,Rain,Heavy,CUST5820,DR724,Thursday,14,Airport Transfer,FALSE
V003,2024-05-28 14:39:28,2024-05-28 14:59:28,1,3,40.633459,-73.950694,40.663847,-74.041626,Downtown,Card,6.44,1.1,7.54,Rain,Heavy,CUST3866,DR587,Tuesday,14,Business,TRUE
V004,2024-07-31 0:37:44,2024-07-31 1:19:44,3,7.4,40.69099,-74.092546,40.796379,-74.085894,Airport,Cash,24.61,7.01,31.62,Fog,Light,CUST3735,DR129,Wednesday,0,Errands,TRUE
V002,2024-07-27 22:44:19,2024-07-27 22:49:19,1,9.6,40.745319,-74.141415,40.646096,-74.098243,Suburbs,Cash,28.31,4.35,32.66,Clear,Light,CUST6341,DR551,Saturday,22,Airport Transfer,TRUE
V004,2024-05-09 2:14:55,2024-05-09 2:21:55,2,3.2,40.896637,-73.901229,40.843636,-73.796838,Downtown,Cash,10.34,1.76,12.1,Clear,Heavy,CUST4786,DR548,Thursday,2,Commute,FALSE
V003,2024-06-20 11:43:16,2024-06-20 12:18:16,1,5.2,40.586963,-73.759178,40.749135,-73.729961,Uptown,Cash,14.31,1.62,15.93,Cloudy,Moderate,CUST8383,DR478,Thursday,11,Leisure,FALSE
V004,2024-07-01 6:02:36,2024-07-01 6:34:36,3,2.1,40.766569,-73.806067,40.614562,-73.811949,Suburbs,Cash,6.51,1.65,8.16,Clear,Heavy,CUST7540,DR468,Monday,6,Commute,FALSE
V001,2024-05-28 23:14:23,2024-05-29 0:08:23,1,6.1,40.853512,-73.935945,40.767627,-73.739037,Midtown,Card,24.08,5.93,30.01,Fog,Moderate,CUST7224,DR577,Tuesday,23,Business,FALSE
V001,2024-07-03 1:53:51,2024-07-03 2:16:51,3,2.5,40.64726,-73.955591,40.775491,-74.042205,Airport,Cash,9.3,1.19,10.49,Cloudy,Heavy,CUST3217,DR425,Wednesday,1,Leisure,FALSE
V001,2024-06-06 7:28:14,2024-06-06 8:14:14,3,3.3,40.636327,-74.078419,40.695027,-74.105584,Uptown,Cash,10.87,1.89,12.76,Rain,Heavy,CUST1482,DR379,Thursday,7,Leisure,TRUE
V002,2024-06-18 20:00:03,2024-06-18 20:19:03,1,5.8,40.903372,-74.091043,40.610596,-73.886829,Downtown,Card,23.14,3.78,26.92,Cloudy,Heavy,CUST9962,DR578,Tuesday,20,Airport Transfer,FALSE
V001,2024-05-31 7:49:32,2024-05-31 8:15:32,2,2.2,40.914618,-73.81674,40.623575,-73.76297,Downtown,Card,4.89,1.26,6.15,Snow,Moderate,CUST8610,DR701,Friday,7,Airport Transfer,TRUE
V003,2024-06-03 20:22:45,2024-06-03 20:35:45,3,9.8,40.708157,-73.912674,40.826353,-73.882464,Airport,Cash,22.33,3.34,25.67,Rain,Light,CUST8510,DR966,Monday,20,Business,TRUE
V004,2024-07-23 15:27:35,2024-07-23 15:52:35,4,4,40.63005,-74.135081,40.862281,-74.149164,Downtown,Cash,12.94,1.31,14.25,Clear,Moderate,CUST1667,DR695,Tuesday,15,Errands,TRUE
V004,2024-06-09 19:11:21,2024-06-09 19:52:21,2,1.3,40.88157,-73.993444,40.76868,-73.940848,Suburbs,Card,4.45,0.74,5.19,Clear,Light,CUST1781,DR692,Sunday,19,Commute,FALSE
V001,2024-05-02 9:50:02,2024-05-02 10:10:02,4,6.5,40.694423,-73.973818,40.73254,-73.797348,Uptown,Card,14.95,2.89,17.84,Rain,Light,CUST6937,DR343,Thursday,9,Leisure,TRUE
V001,2024-06-11 7:08:09,2024-06-11 7:54:09,1,7.9,40.854487,-73.829132,40.732641,-73.737873,Uptown,Cash,20.87,5.05,25.92,Fog,Heavy,CUST1483,DR366,Tuesday,7,Airport Transfer,FALSE
V003,2024-07-25 11:36:54,2024-07-25 11:56:54,2,2.3,40.66544,-74.090089,40.901679,-73.958728,Downtown,Card,5.75,1.11,6.86,Fog,Moderate,CUST4343,DR986,Thursday,11,Business,FALSE
V001,2024-07-24 23:46:30,2024-07-25 0:27:30,2,9.9,40.684309,-73.798683,40.878222,-74.004721,Uptown,Cash,39.46,7.31,46.77,Clear,Light,CUST2238,DR765,Wednesday,23,Airport Transfer,FALSE
V004,2024-07-22 5:22:23,2024-07-22 5:49:23,1,1.1,40.623286,-73.748624,40.795378,-74.049975,Suburbs,Cash,4.18,1.12,5.3,Snow,Moderate,CUST5072,DR885,Monday,5,Commute,TRUE
V002,2024-05-13 23:04:22,2024-05-13 23:42:22,3,3.5,40.738223,-73.787275,40.618078,-73.761401,Suburbs,Cash,7.83,0.88,8.71,Cloudy,Light,CUST1684,DR223,Monday,23,Errands,TRUE
V001,2024-07-26 15:24:14,2024-07-26 16:02:14,3,3.8,40.908062,-73.783417,40.58443,-73.918959,Midtown,Cash,8,0.94,8.94,Fog,Heavy,CUST6272,DR386,Friday,15,Errands,TRUE
V004,2024-05-31 1:52:44,2024-05-31 2:40:44,2,7.9,40.676287,-73.750156,40.821148,-73.887522,Uptown,Cash,27.44,3.86,31.3,Cloudy,Moderate,CUST8605,DR180,Friday,1,Leisure,TRUE
V003,2024-05-11 7:44:23,2024-05-11 8:08:23,4,7.7,40.698986,-74.109514,40.605884,-73.797105,Downtown,Cash,18.08,2.97,21.05,Fog,Heavy,CUST8215,DR953,Saturday,7,Errands,FALSE
V002,2024-07-03 2:11:53,2024-07-03 2:42:53,4,9.5,40.822815,-74.14268,40.855854,-73.71453,Uptown,Card,31.34,3.78,35.12,Clear,Heavy,CUST2520,DR489,Wednesday,2,Commute,TRUE
V001,2024-07-29 5:53:21,2024-07-29 6:42:21,2,5.4,40.632618,-73.841472,40.802963,-73.872496,Uptown,Cash,19.2,2.42,21.62,Rain,Heavy,CUST9103,DR681,Monday,5,Errands,FALSE
V001,2024-06-08 12:16:47,2024-06-08 12:37:47,1,7.4,40.754483,-73.836963,40.630181,-74.046027,Downtown,Cash,26.39,2.87,29.26,Fog,Heavy,CUST2982,DR567,Saturday,12,Airport Transfer,FALSE
V002,2024-05-30 13:35:45,2024-05-30 14:00:45,1,6.4,40.797136,-73.702118,40.833102,-73.798838,Airport,Card,24.8,6.94,31.74,Cloudy,Moderate,CUST6515,DR297,Thursday,13,Commute,FALSE
V003,2024-05-21 7:03:32,2024-05-21 7:31:32,3,7.3,40.729442,-73.780387,40.904005,-73.979173,Downtown,Cash,17.31,4.38,21.69,Clear,Moderate,CUST9725,DR876,Tuesday,7,Errands,TRUE
V002,2024-06-29 6:57:51,2024-06-29 7:18:51,1,5.9,40.904713,-73.938114,40.621782,-74.0911,Uptown,Card,14.77,4.17,18.94,Fog,Light,CUST3775,DR971,Saturday,6,Commute,TRUE
V001,2024-07-12 20:37:53,2024-07-12 21:26:53,1,6.8,40.840177,-73.720356,40.749566,-74.071119,Downtown,Card,18.85,2.25,21.1,Cloudy,Moderate,CUST6762,DR679,Friday,20,Business,FALSE
V001,2024-06-14 0:45:17,2024-06-14 1:07:17,3,7.1,40.643276,-73.845625,40.661756,-73.71593,Downtown,Cash,22.79,4.85,27.64,Rain,Moderate,CUST1398,DR885,Friday,0,Airport Transfer,FALSE
V003,2024-05-19 19:41:47,2024-05-19 20:12:47,3,4,40.621913,-73.772219,40.593634,-73.903174,Airport,Cash,11.96,1.41,13.37,Snow,Light,CUST1141,DR494,Sunday,19,Airport Transfer,FALSE
V004,2024-07-27 0:48:45,2024-07-27 1:18:45,2,2.6,40.915274,-74.09258,40.714248,-73.95164,Airport,Card,7.47,2.08,9.55,Fog,Heavy,CUST5379,DR733,Saturday,0,Commute,FALSE
V003,2024-07-10 15:13:21,2024-07-10 15:33:21,4,2.5,40.814005,-73.787588,40.609881,-74.084997,Suburbs,Cash,6.99,0.81,7.8,Clear,Light,CUST6306,DR182,Wednesday,15,Airport Transfer,TRUE
V001,2024-07-19 17:20:30,2024-07-19 17:38:30,1,4.3,40.605558,-73.777973,40.85567,-74.148875,Airport,Cash,10.81,1.59,12.4,Fog,Light,CUST4415,DR337,Friday,17,Leisure,FALSE
V002,2024-05-19 18:23:07,2024-05-19 18:41:07,3,9.9,40.895859,-73.820893,40.816506,-73.788262,Midtown,Cash,35.21,4.86,40.07,Clear,Light,CUST8213,DR579,Sunday,18,Business,FALSE
V003,2024-07-28 2:54:50,2024-07-28 3:26:50,2,9.2,40.687483,-73.729365,40.844728,-73.785337,Uptown,Cash,35.48,7.35,42.83,Clear,Heavy,CUST4221,DR705,Sunday,2,Leisure,FALSE
V001,2024-07-23 9:48:22,2024-07-23 10:47:22,3,7,40.793032,-73.806474,40.645726,-73.780529,Midtown,Card,15.57,2.71,18.28,Snow,Moderate,CUST5526,DR263,Tuesday,9,Business,TRUE
V004,2024-05-24 22:49:13,2024-05-24 23:13:13,1,6,40.666796,-74.025615,40.602097,-74.003134,Downtown,Cash,20.35,4.48,24.83,Snow,Light,CUST2675,DR332,Friday,22,Business,FALSE
V003,2024-06-12 9:10:22,2024-06-12 9:41:22,2,2.4,40.650758,-74.009312,40.742893,-73.989741,Suburbs,Cash,5.65,1.04,6.69,Rain,Light,CUST8077,DR809,Wednesday,9,Errands,TRUE
V002,2024-06-20 13:41:56,2024-06-20 14:37:56,3,6.8,40.870428,-73.716876,40.689149,-73.978379,Downtown,Card,14.17,3.84,18.01,Cloudy,Light,CUST5978,DR908,Thursday,13,Leisure,TRUE
V001,2024-05-14 16:15:26,2024-05-14 16:55:26,1,2.3,40.710599,-73.898323,40.77095,-74.084569,Suburbs,Cash,9.02,2.56,11.58,Fog,Light,CUST9845,DR235,Tuesday,16,Errands,TRUE
V004,2024-07-21 10:20:42,2024-07-21 10:58:42,3,4.6,40.743647,-73.764079,40.674075,-73.777001,Downtown,Card,13.63,2.04,15.67,Fog,Heavy,CUST9496,DR791,Sunday,10,Commute,FALSE
V002,2024-05-28 18:14:25,2024-05-28 18:47:25,2,4.8,40.813355,-73.990063,40.735976,-74.073094,Uptown,Card,15.18,3.46,18.64,Rain,Heavy,CUST6377,DR409,Tuesday,18,Commute,TRUE
V001,2024-05-03 12:41:59,2024-05-03 13:31:59,4,1.3,40.623258,-73.930066,40.737147,-74.104971,Airport,Cash,2.92,0.79,3.71,Rain,Heavy,CUST6984,DR759,Friday,12,Leisure,TRUE
V001,2024-07-23 6:15:53,2024-07-23 6:55:53,1,8.4,40.753184,-74.108832,40.806167,-73.792877,Uptown,Cash,29.83,4.38,34.21,Rain,Light,CUST8177,DR216,Tuesday,6,Commute,FALSE
V002,2024-07-05 4:35:14,2024-07-05 5:29:14,3,5.4,40.677477,-74.026283,40.734662,-73.990993,Uptown,Card,20.36,3.33,23.69,Clear,Moderate,CUST6625,DR245,Friday,4,Commute,TRUE
V002,2024-07-14 18:37:36,2024-07-14 19:02:36,1,3,40.746146,-73.828279,40.879464,-73.96099,Downtown,Cash,8.59,1.31,9.9,Snow,Light,CUST4738,DR177,Sunday,18,Leisure,FALSE
V001,2024-05-26 12:07:28,2024-05-26 12:48:28,4,9.8,40.653921,-73.962924,40.841005,-73.827684,Midtown,Cash,36.71,6.52,43.23,Snow,Moderate,CUST1755,DR956,Sunday,12,Airport Transfer,FALSE
V001,2024-06-23 14:02:22,2024-06-23 14:54:22,4,4.3,40.783278,-74.091643,40.90993,-73.86755,Midtown,Cash,16.24,1.94,18.18,Rain,Moderate,CUST7567,DR112,Sunday,14,Commute,FALSE
V002,2024-07-14 11:40:52,2024-07-14 12:34:52,4,8.6,40.781981,-74.050663,40.813707,-74.034492,Downtown,Cash,18.79,3.43,22.22,Rain,Moderate,CUST4814,DR754,Sunday,11,Errands,TRUE
V004,2024-07-30 13:17:13,2024-07-30 13:24:13,2,2.9,40.725315,-73.866686,40.882701,-73.712543,Suburbs,Card,6.96,0.97,7.93,Cloudy,Moderate,CUST4914,DR309,Tuesday,13,Airport Transfer,TRUE
V003,2024-05-14 23:48:02,2024-05-15 0:29:02,2,5.6,40.906261,-74.039033,40.834454,-74.124638,Downtown,Card,17.71,4.52,22.23,Cloudy,Heavy,CUST1556,DR127,Tuesday,23,Leisure,FALSE
V003,2024-05-02 2:23:27,2024-05-02 2:54:27,1,8.2,40.825902,-73.766885,40.618941,-74.067798,Suburbs,Cash,17.13,4.57,21.7,Clear,Heavy,CUST9130,DR840,Thursday,2,Airport Transfer,FALSE
V002,2024-06-24 10:33:29,2024-06-24 11:17:29,1,4.4,40.814265,-73.728876,40.857725,-73.930585,Uptown,Card,15.63,2.95,18.58,Snow,Moderate,CUST1460,DR626,Monday,10,Leisure,FALSE
V001,2024-05-16 20:51:49,2024-05-16 21:22:49,4,9.9,40.61919,-74.054486,40.589019,-74.010353,Downtown,Cash,21.59,5.92,27.51,Rain,Light,CUST7560,DR375,Thursday,20,Leisure,TRUE
V004,2024-05-18 21:00:53,2024-05-18 21:53:53,3,9.2,40.651341,-73.876435,40.842863,-74.103775,Suburbs,Cash,32.66,8.74,41.4,Rain,Light,CUST9487,DR784,Saturday,21,Business,FALSE
V002,2024-06-04 16:41:13,2024-06-04 17:17:13,4,3.5,40.876261,-74.00976,40.664156,-74.011832,Downtown,Card,11.35,2.21,13.56,Clear,Light,CUST6483,DR426,Tuesday,16,Leisure,FALSE
V004,2024-06-26 15:05:02,2024-06-26 15:10:02,4,9.1,40.730308,-74.005114,40.603511,-73.767075,Uptown,Card,28.7,4.57,33.27,Clear,Light,CUST6531,DR142,Wednesday,15,Business,FALSE
V001,2024-05-10 18:26:58,2024-05-10 19:14:58,4,9.8,40.790547,-74.127459,40.655513,-73.915625,Uptown,Card,27.89,8.03,35.92,Snow,Moderate,CUST6926,DR479,Friday,18,Commute,TRUE
V001,2024-05-16 4:36:16,2024-05-16 4:46:16,4,5.7,40.906447,-73.738118,40.852174,-73.755931,Suburbs,Cash,15.15,3.8,18.95,Rain,Heavy,CUST6729,DR583,Thursday,4,Airport Transfer,FALSE
V004,2024-07-13 0:09:10,2024-07-13 1:01:10,1,4.9,40.899525,-73.914196,40.85938,-74.059779,Suburbs,Cash,16.86,4.43,21.29,Clear,Light,CUST6217,DR729,Saturday,0,Commute,FALSE
V002,2024-05-12 14:09:19,2024-05-12 15:02:19,2,7.4,40.840867,-73.967067,40.917037,-73.822829,Downtown,Cash,28.17,5.25,33.42,Fog,Heavy,CUST7817,DR187,Sunday,14,Business,FALSE
V002,2024-05-03 5:33:47,2024-05-03 6:18:47,1,1.4,40.795047,-73.993933,40.580795,-74.022248,Downtown,Card,3.96,0.86,4.82,Rain,Light,CUST5230,DR546,Friday,5,Leisure,TRUE
V001,2024-05-07 3:55:35,2024-05-07 4:46:35,2,7.2,40.723739,-74.09811,40.773773,-73.712522,Midtown,Card,24.36,5.67,30.03,Cloudy,Moderate,CUST5786,DR851,Tuesday,3,Commute,FALSE
V003,2024-07-11 4:47:43,2024-07-11 4:57:43,2,7.8,40.90645,-73.712688,40.589765,-74.074689,Airport,Cash,21.88,2.28,24.16,Rain,Light,CUST6681,DR784,Thursday,4,Leisure,TRUE
V001,2024-06-28 10:44:02,2024-06-28 11:23:02,2,7.5,40.621073,-74.007593,40.813949,-74.036395,Airport,Card,27.22,6.17,33.39,Cloudy,Heavy,CUST1247,DR932,Friday,10,Business,FALSE
V003,2024-05-21 12:44:11,2024-05-21 13:38:11,1,5.5,40.706798,-73.820828,40.786161,-73.923144,Airport,Card,16.77,4.28,21.05,Clear,Moderate,CUST1922,DR335,Tuesday,12,Airport Transfer,TRUE
V003,2024-06-26 11:35:19,2024-06-26 12:30:19,1,6.5,40.733815,-73.918644,40.584481,-73.908042,Airport,Card,23.55,3.85,27.4,Clear,Light,CUST2154,DR162,Wednesday,11,Business,TRUE
V004,2024-05-04 23:43:51,2024-05-04 23:49:51,2,6.9,40.610957,-73.951431,40.719916,-73.995191,Suburbs,Card,15.73,3.25,18.98,Rain,Heavy,CUST6385,DR327,Saturday,23,Errands,FALSE
V004,2024-05-02 18:56:48,2024-05-02 19:28:48,1,5.5,40.660979,-74.02606,40.897959,-74.143908,Downtown,Cash,20.27,4.02,24.29,Fog,Moderate,CUST4980,DR235,Thursday,18,Airport Transfer,TRUE
V004,2024-06-15 23:55:42,2024-06-16 0:24:42,1,2.4,40.586444,-73.792697,40.774818,-73.714106,Airport,Cash,8.64,2.23,10.87,Snow,Heavy,CUST8688,DR632,Saturday,23,Commute,TRUE
V001,2024-05-30 15:21:07,2024-05-30 15:58:07,4,1.9,40.605818,-74.118988,40.622427,-74.045824,Suburbs,Card,4.76,1.13,5.89,Fog,Moderate,CUST7331,DR107,Thursday,15,Business,FALSE
V003,2024-06-19 2:47:27,2024-06-19 3:26:27,2,9.3,40.685968,-74.149107,40.69109,-74.039548,Suburbs,Card,34.31,9.21,43.52,Snow,Moderate,CUST9985,DR351,Wednesday,2,Errands,TRUE
V003,2024-05-10 0:08:10,2024-05-10 0:15:10,3,9.9,40.888917,-74.041342,40.688997,-73.928958,Suburbs,Cash,30.23,5.8,36.03,Fog,Heavy,CUST4049,DR217,Friday,0,Errands,FALSE
V003,2024-06-19 19:15:27,2024-06-19 20:15:27,3,5.1,40.896892,-73.767256,40.689989,-73.971612,Airport,Cash,13.6,4.08,17.68,Snow,Moderate,CUST2827,DR636,Wednesday,19,Airport Transfer,FALSE
V001,2024-05-21 9:27:52,2024-05-21 10:02:52,1,1.6,40.659904,-74.049324,40.699239,-73.998006,Downtown,Card,5.3,0.59,5.89,Rain,Moderate,CUST1421,DR159,Tuesday,9,Business,TRUE
V002,2024-07-27 15:12:49,2024-07-27 15:56:49,3,6.1,40.726154,-73.755056,40.604302,-73.836426,Uptown,Card,15.5,2.6,18.1,Snow,Heavy,CUST6995,DR324,Saturday,15,Business,FALSE
V004,2024-06-13 12:19:10,2024-06-13 13:07:10,3,6.9,40.715021,-74.128173,40.740029,-73.766405,Midtown,Cash,20.29,2.29,22.58,Fog,Moderate,CUST9405,DR702,Thursday,12,Leisure,FALSE
V004,2024-05-15 6:50:51,2024-05-15 7:12:51,1,8,40.865434,-74.089822,40.908975,-73.781605,Suburbs,Cash,17.09,2.17,19.26,Rain,Moderate,CUST2188,DR385,Wednesday,6,Commute,FALSE
V002,2024-05-13 22:44:41,2024-05-13 23:43:41,3,3,40.712232,-73.810598,40.753207,-73.833457,Suburbs,Cash,7.25,1.85,9.1,Snow,Moderate,CUST3050,DR385,Monday,22,Errands,FALSE
V002,2024-07-29 9:03:43,2024-07-29 9:16:43,3,1.1,40.628353,-73.839063,40.781409,-74.009223,Uptown,Cash,4.19,0.95,5.14,Fog,Heavy,CUST9524,DR733,Monday,9,Business,FALSE
V004,2024-07-30 9:26:46,2024-07-30 9:45:46,1,8.5,40.917337,-73.87733,40.854407,-73.997444,Downtown,Card,32.97,4.14,37.11,Rain,Moderate,CUST9968,DR489,Tuesday,9,Airport Transfer,TRUE
V004,2024-05-07 10:39:39,2024-05-07 11:09:39,3,7.5,40.757135,-73.701292,40.846558,-73.762881,Uptown,Cash,15.73,2.52,18.25,Snow,Moderate,CUST1801,DR338,Tuesday,10,Errands,TRUE
V001,2024-07-29 9:17:12,2024-07-29 9:34:12,3,2.8,40.896276,-74.10026,40.627798,-74.006839,Downtown,Cash,5.74,1.05,6.79,Rain,Moderate,CUST9363,DR753,Monday,9,Leisure,TRUE
V001,2024-05-24 8:09:10,2024-05-24 8:31:10,4,9.9,40.825685,-73.817403,40.887586,-73.987644,Midtown,Card,29.64,5.92,35.56,Rain,Moderate,CUST6515,DR438,Friday,8,Errands,TRUE
V004,2024-06-27 21:09:37,2024-06-27 21:25:37,2,9.1,40.813089,-73.999402,40.813361,-73.739819,Downtown,Card,36.18,6.96,43.14,Fog,Light,CUST5506,DR854,Thursday,21,Leisure,FALSE
V002,2024-06-18 7:58:29,2024-06-18 8:15:29,1,2.7,40.81449,-73.956654,40.849576,-73.727002,Airport,Card,6.29,0.63,6.92,Rain,Moderate,CUST6711,DR715,Tuesday,7,Errands,FALSE
V003,2024-05-10 7:40:41,2024-05-10 8:21:41,1,3.7,40.635048,-74.011981,40.702673,-73.827084,Midtown,Cash,14.53,4.14,18.67,Rain,Heavy,CUST2898,DR389,Friday,7,Leisure,TRUE
V002,2024-05-27 15:41:31,2024-05-27 16:15:31,1,9.1,40.684801,-74.088977,40.873728,-73.914018,Suburbs,Card,19.84,3.18,23.02,Fog,Moderate,CUST7797,DR917,Monday,15,Errands,TRUE
V002,2024-07-21 15:03:42,2024-07-21 15:28:42,4,9.4,40.916007,-74.033896,40.605867,-73.731341,Suburbs,Card,28.06,6.13,34.19,Snow,Light,CUST8059,DR185,Sunday,15,Commute,FALSE
V002,2024-06-12 16:25:40,2024-06-12 17:24:40,4,9.5,40.616823,-74.091455,40.845542,-73.929038,Uptown,Card,29.24,3.52,32.76,Fog,Heavy,CUST4749,DR279,Wednesday,16,Commute,TRUE
V001,2024-06-05 3:30:12,2024-06-05 4:11:12,4,2.9,40.766861,-74.10873,40.668939,-73.744001,Midtown,Cash,11.53,3.22,14.75,Clear,Light,CUST9299,DR844,Wednesday,3,Airport Transfer,TRUE
V004,2024-07-09 16:54:00,2024-07-09 17:29:00,4,1.4,40.809981,-73.836119,40.856316,-73.730632,Downtown,Cash,4.85,1.16,6.01,Cloudy,Heavy,CUST2971,DR976,Tuesday,16,Errands,TRUE
V004,2024-06-19 10:12:15,2024-06-19 10:57:15,4,2.4,40.787894,-73.91992,40.803829,-74.128705,Airport,Card,8.19,1.99,10.18,Fog,Heavy,CUST8192,DR286,Wednesday,10,Commute,FALSE
V002,2024-07-09 23:46:42,2024-07-09 23:52:42,3,7.9,40.664029,-73.952665,40.899176,-74.001158,Uptown,Cash,18.88,3.44,22.32,Fog,Heavy,CUST4521,DR762,Tuesday,23,Errands,TRUE
V001,2024-07-05 3:54:53,2024-07-05 4:38:53,3,4.9,40.829781,-73.82976,40.894891,-73.985785,Downtown,Card,10.38,1.92,12.3,Snow,Moderate,CUST6007,DR404,Friday,3,Business,FALSE
V003,2024-06-26 11:11:03,2024-06-26 12:06:03,2,5.9,40.588664,-74.015639,40.683741,-74.046134,Suburbs,Card,15.36,2.12,17.48,Snow,Light,CUST3237,DR810,Wednesday,11,Leisure,TRUE
V003,2024-05-05 4:00:02,2024-05-05 4:52:02,1,6.1,40.742085,-73.998699,40.788288,-73.838549,Airport,Cash,22.38,3.55,25.93,Clear,Light,CUST6780,DR812,Sunday,4,Leisure,TRUE
V004,2024-06-28 23:04:18,2024-06-28 23:17:18,1,1.2,40.64314,-73.86842,40.626321,-73.834303,Airport,Card,2.97,0.53,3.5,Rain,Light,CUST9365,DR397,Friday,23,Commute,FALSE
V004,2024-05-05 0:12:40,2024-05-05 0:22:40,2,2.2,40.830461,-73.701472,40.842231,-74.028449,Midtown,Card,8.78,1.51,10.29,Snow,Heavy,CUST5537,DR630,Sunday,0,Errands,TRUE
V001,2024-07-08 1:57:30,2024-07-08 2:09:30,3,1.4,40.812154,-73.905869,40.810265,-73.747007,Midtown,Cash,4.39,0.64,5.03,Snow,Moderate,CUST1377,DR238,Monday,1,Business,TRUE
V004,2024-05-17 3:40:20,2024-05-17 3:49:20,4,3.3,40.766961,-74.149247,40.78239,-73.860135,Suburbs,Cash,8.69,2.33,11.02,Cloudy,Moderate,CUST9427,DR457,Friday,3,Leisure,TRUE
V004,2024-07-04 6:02:06,2024-07-04 6:20:06,3,7.5,40.741058,-73.759811,40.70427,-74.020342,Downtown,Cash,23.18,2.71,25.89,Cloudy,Light,CUST2240,DR726,Thursday,6,Commute,FALSE
V001,2024-07-12 0:44:42,2024-07-12 1:15:42,2,2.3,40.882429,-74.039884,40.675344,-73.973752,Suburbs,Cash,6.55,0.7,7.25,Snow,Moderate,CUST5503,DR866,Friday,0,Errands,TRUE
V003,2024-05-15 20:05:30,2024-05-15 20:52:30,1,4.7,40.69742,-73.851453,40.59146,-73.872495,Uptown,Card,14.87,2.2,17.07,Fog,Light,CUST4307,DR687,Wednesday,20,Errands,FALSE
V003,2024-06-22 7:40:53,2024-06-22 8:23:53,3,1.1,40.876426,-73.903126,40.57911,-73.948004,Downtown,Card,3.6,0.86,4.46,Snow,Heavy,CUST6634,DR741,Saturday,7,Leisure,FALSE
V003,2024-07-19 18:42:20,2024-07-19 19:18:20,3,9.7,40.87759,-74.081189,40.858663,-74.051259,Suburbs,Cash,26.52,4.29,30.81,Snow,Heavy,CUST1897,DR150,Friday,18,Commute,FALSE
V004,2024-07-12 21:23:02,2024-07-12 21:59:02,3,5.8,40.864069,-73.824631,40.614155,-74.045037,Airport,Card,21.73,4.44,26.17,Cloudy,Light,CUST3736,DR860,Friday,21,Leisure,FALSE
V003,2024-07-15 14:59:17,2024-07-15 15:11:17,2,8.4,40.722918,-74.017537,40.654146,-73.71085,Suburbs,Cash,32.94,6.42,39.36,Snow,Heavy,CUST8587,DR356,Monday,14,Airport Transfer,FALSE
V001,2024-06-11 12:29:16,2024-06-11 13:20:16,2,7.9,40.671328,-74.136397,40.880542,-73.906679,Suburbs,Cash,20.58,2.54,23.12,Fog,Moderate,CUST4784,DR411,Tuesday,12,Leisure,FALSE
V001,2024-07-05 15:35:45,2024-07-05 15:48:45,2,2.2,40.686861,-74.037655,40.711671,-74.118572,Midtown,Card,6.65,0.99,7.64,Snow,Heavy,CUST9739,DR598,Friday,15,Commute,TRUE
V002,2024-05-31 4:30:12,2024-05-31 5:20:12,3,9.2,40.76378,-73.967227,40.828955,-74.009493,Airport,Cash,19.7,2.76,22.46,Snow,Moderate,CUST8025,DR560,Friday,4,Airport Transfer,FALSE
